1	150
1	238
1	288
1	308
1	806
2	214
2	264
2	300
2	632
2	785
2	992
3	49
3	93
3	121
3	195
3	251
3	795
4	609
4	663
4	680
4	804
4	859
4	921
5	15
5	57
5	62
5	136
5	157
5	632
6	53
6	241
6	377
6	430
6	470
6	873
7	64
7	309
7	320
7	425
7	803
7	928
8	150
8	238
8	276
8	288
8	308
9	34
9	46
9	168
9	840
9	953
10	263
10	426
10	473
10	554
10	561
10	926
11	17
11	312
11	396
11	417
11	456
11	774
12	18
12	451
12	742
12	743
12	836
13	288
13	311
13	398
13	433
13	550
13	564
14	243
14	381
14	444
14	595
14	741
14	881
15	5
15	57
15	71
15	136
15	157
15	957
16	123
16	147
16	216
16	256
16	390
16	608
17	4
17	11
17	312
17	396
17	417
17	811
18	12
18	173
18	451
18	618
18	742
18	743
19	78
19	259
19	574
19	664
19	745
19	814
20	48
20	55
20	468
20	522
20	870
21	303
21	474
21	807
21	835
21	864
21	966
22	112
22	213
22	380
22	434
22	751
22	980
23	35
23	190
23	260
23	423
23	545
23	972
24	239
24	467
24	469
24	626
24	785
24	984
25	9
25	94
25	98
25	113
25	581
25	588
26	30
26	254
26	592
26	620
26	797
26	949
27	44
27	105
27	141
27	173
27	516
28	58
28	275
28	337
28	747
28	758
28	895
29	153
29	163
29	215
29	596
29	902
29	967
30	26
30	592
30	620
30	872
30	914
30	941
31	13
31	63
31	87
31	91
31	491
31	606
32	202
32	289
32	687
32	698
32	768
32	991
33	68
33	100
33	558
33	608
33	878
33	932
34	9
34	46
34	61
34	168
34	732
34	840
35	23
35	190
35	423
35	545
35	972
36	104
36	222
36	225
36	613
36	879
37	66
37	180
37	652
37	726
37	908
37	995
38	65
38	350
38	376
38	520
38	648
38	974
39	3
39	125
39	161
39	477
39	643
39	953
40	26
40	30
40	49
40	797
40	800
40	914
41	81
41	146
41	260
41	274
41	442
41	972
42	76
42	199
42	411
42	539
42	773
42	965
43	101
43	160
43	339
43	517
43	657
43	873
44	96
44	105
44	170
44	303
44	516
44	824
45	188
45	517
45	657
45	737
45	831
45	873
46	9
46	34
46	61
46	77
46	168
46	840
47	68
47	186
47	405
47	616
47	816
48	20
48	55
48	468
48	522
48	870
49	3
49	93
49	121
49	137
49	195
49	251
50	78
50	216
50	307
50	327
50	920
51	395
51	419
51	771
51	781
51	944
51	988
52	266
52	357
52	749
52	765
52	915
52	948
53	6
53	241
53	377
53	430
53	470
54	238
54	482
54	600
54	602
54	640
54	999
55	20
55	132
55	468
55	522
55	692
55	870
56	106
56	408
56	415
56	542
56	721
56	722
57	5
57	15
57	136
57	157
57	553
57	957
58	27
58	28
58	278
58	337
58	747
58	857
59	114
59	427
59	578
59	774
59	782
59	786
60	283
60	301
60	612
60	615
60	754
60	917
61	9
61	34
61	46
61	168
61	840
62	177
62	532
62	579
62	720
62	939
63	31
63	36
63	87
63	162
63	253
63	606
64	7
64	523
64	688
64	700
64	834
64	892
65	350
65	376
65	648
65	662
65	673
65	974
66	37
66	180
66	652
66	662
66	726
66	995
67	20
67	194
67	302
67	347
67	399
67	908
68	33
68	100
68	878
68	932
68	992
69	75
69	185
69	452
69	547
69	548
69	559
70	107
70	219
70	291
70	438
70	871
70	891
71	19
71	574
71	654
71	814
71	822
71	962
72	169
72	339
72	388
72	511
72	622
72	833
73	138
73	187
73	235
73	268
73	458
73	834
74	373
74	475
74	569
74	572
74	808
74	942
75	69
75	185
75	194
75	452
75	547
75	548
76	42
76	272
76	276
76	290
76	479
76	976
77	82
77	284
77	359
77	498
77	761
77	990
78	50
78	307
78	327
78	561
78	569
79	364
79	510
79	674
79	794
79	795
79	969
80	133
80	175
80	206
80	257
80	314
81	41
81	146
81	274
81	442
81	886
82	329
82	359
82	455
82	498
82	705
82	990
83	111
83	131
83	372
83	421
83	600
84	98
84	392
84	543
84	581
84	637
84	690
85	540
85	555
85	730
85	759
85	844
85	978
86	47
86	166
86	208
86	546
86	586
86	750
87	31
87	63
87	162
87	400
87	491
87	606
88	210
88	305
88	385
88	559
88	711
88	888
89	120
89	306
89	519
89	733
89	815
89	971
90	7
90	64
90	688
90	700
90	803
90	892
91	168
91	294
91	463
91	784
91	858
91	905
92	252
92	553
92	565
92	568
92	836
92	852
93	3
93	49
93	121
93	162
93	195
93	251
94	25
94	349
94	392
94	588
94	637
94	690
95	207
95	647
95	731
95	886
95	958
95	996
96	159
96	534
96	593
96	630
96	830
96	832
97	389
97	402
97	666
97	670
97	776
97	855
98	84
98	113
98	392
98	637
98	728
98	947
99	332
99	358
99	439
99	441
99	503
99	923
100	33
100	68
100	558
100	878
100	932
101	45
101	104
101	124
101	160
101	188
101	279
102	443
102	529
102	563
102	927
102	937
102	943
103	140
103	621
103	651
103	659
103	716
103	903
104	36
104	185
104	225
104	613
104	787
104	879
105	27
105	44
105	141
105	170
105	298
105	516
106	56
106	360
106	370
106	542
106	721
106	993
107	196
107	291
107	431
107	449
107	707
107	786
108	10
108	263
108	426
108	554
108	633
108	746
109	240
109	432
109	544
109	827
109	862
109	947
110	293
110	319
110	331
110	472
110	638
110	951
111	83
111	131
111	191
111	372
111	421
111	600
112	22
112	245
112	270
112	521
112	701
112	980
113	84
113	94
113	428
113	588
113	596
113	728
114	59
114	86
114	427
114	476
114	639
114	782
115	535
115	614
115	683
115	744
115	818
115	819
116	132
116	445
116	489
116	585
116	668
117	204
117	562
117	725
117	837
117	840
117	945
118	167
118	172
118	401
118	577
118	583
118	877
119	41
119	102
119	371
119	875
119	893
119	927
120	89
120	306
120	483
120	777
120	815
120	971
121	3
121	49
121	93
121	195
121	450
122	316
122	450
122	597
122	611
122	764
122	931
123	16
123	216
123	388
123	390
123	608
123	865
124	43
124	160
124	188
124	279
124	657
124	831
125	161
125	326
125	430
125	477
125	643
125	929
126	91
126	294
126	463
126	762
126	778
126	905
127	354
127	484
127	552
127	723
127	911
127	963
128	142
128	220
128	551
128	753
128	802
128	880
129	369
129	448
129	684
129	709
129	772
129	934
130	74
130	373
130	475
130	572
130	808
130	942
131	83
131	111
131	372
131	421
131	457
131	600
132	116
132	193
132	445
132	489
132	585
132	668
133	80
133	175
133	206
133	257
133	314
133	359
134	149
134	200
134	413
134	678
134	691
134	959
135	419
135	771
135	781
135	875
135	944
135	988
136	5
136	15
136	57
136	123
136	157
136	957
137	1
137	336
137	416
137	420
137	868
137	989
138	187
138	235
138	268
138	458
138	471
138	655
139	328
139	534
139	540
139	630
139	649
139	677
140	103
140	176
140	394
140	422
140	576
140	659
141	27
141	44
141	105
141	170
141	516
142	128
142	174
142	220
142	470
142	524
142	767
143	181
143	248
143	304
143	607
143	896
143	940
144	176
144	376
144	648
144	662
144	974
144	979
145	283
145	589
145	612
145	754
145	805
145	917
146	41
146	81
146	260
146	274
146	344
146	442
147	203
147	286
147	346
147	581
147	833
147	981
148	228
148	318
148	342
148	417
148	571
148	824
149	134
149	570
149	691
149	752
149	760
149	959
150	1
150	8
150	66
150	238
150	288
150	308
151	21
151	303
151	605
151	710
151	864
151	966
152	138
152	234
152	235
152	268
152	423
152	501
153	163
153	215
153	435
153	492
153	685
153	967
154	249
154	485
154	502
154	714
154	850
154	910
155	125
155	184
155	513
155	643
155	866
155	953
156	86
156	166
156	208
156	391
156	586
156	847
157	5
157	15
157	57
157	136
157	492
157	957
158	325
158	362
158	500
158	537
158	541
158	912
159	96
159	164
159	328
159	593
159	649
159	677
160	45
160	101
160	124
160	279
160	517
160	657
161	39
161	155
161	184
161	326
161	560
161	953
162	31
