1	1 
2	4 
3	2 
4	3 
5	3 
6	4 
7	3 
8	2 
9	1 
10	4 
11	3 
12	4 
13	1 
14	4 
15	1 
16	1 
17	1 
18	2 
19	1 
20	1 
21	1 
22	2 
23	2 
24	2 
25	4 
26	3 
27	1 
28	3 
29	3 
30	4 
31	4 
32	4 
33	4 
34	3 
35	4 
36	4 
37	2 
38	4 
39	3 
40	3 
41	3 
42	2 
43	3 
44	3 
45	1 
46	1 
47	1 
48	1 
49	1 
50	2 
51	2 
52	2 
53	2 
54	1 
55	2 
56	4 
57	1 
58	4 
59	2 
60	4 
61	2 
62	1 
63	2 
64	2 
65	3 
66	3 
67	3 
68	4 
69	1 
70	2 
71	1 
72	1 
73	3 
74	4 
75	4 
76	4 
77	2 
78	3 
79	3 
80	1 
81	1 
82	3 
83	3 
84	2 
85	1 
86	2 
87	3 
88	2 
89	4 
90	4 
91	2 
92	3 
93	3 
94	3 
95	2 
96	4 
97	4 
98	4 
99	2 
100	1 
